Rank,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7182,Silent Hill 13498,PS3,1991,Fighting,Square Enix,0.09,0.78,0.26,0.27,1.4
7183,Pro Evolution Soccer 7086,3DS,1987,Strategy,THQ,0.03,0.67,0.2,0.5,1.4
7184,Tekken 14932,3DS,2008,Role-Playing,THQ,0.4,0.34,0.49,0.17,1.4
7185,Silent Hill 11056,GC,1994,Action,Bethesda,0.11,0.29,0.33,0.67,1.4
7186,NCAA Football 11044,DC,1991,Strategy,2K Games,0.87,0.14,0.22,0.17,1.4
7187,Donkey Kong 2253,GBA,1995,Misc,Ubisoft,0.99,0.2,0.07,0.14,1.4
7188,Star Fox 10595,WiiU,1982,Puzzle,Ubisoft,0.03,0.6,0.55,0.22,1.4
7189,Spyro 8215,PSP,2008,Misc,Activision,0.54,0.27,0.41,0.18,1.4
7190,Castlevania 14676,3DS,1998,Fighting,Square Enix,0.74,0.31,0.23,0.12,1.4
7191,Star Fox 7805,DS,1982,Adventure,Square Enix,0.48,0.48,0.29,0.15,1.4
7192,Tiger Woods PGA Tour 10584,WiiU,1980,Strategy,Sega,0.5,0.05,0.77,0.08,1.4
7193,F-Zero 11758,PS,1980,Shooter,Square Enix,0.47,0.0,0.74,0.19,1.4
7194,Spyro 9400,PS,1991,Action,505 Games,0.6,0.16,0.02,0.62,1.4
7195,Metroid 2909,X360,1995,Adventure,Capcom,1.08,0.02,0.07,0.23,1.4
7196,Final Fantasy 5624,SNES,1988,Racing,505 Games,0.84,0.09,0.4,0.07,1.4
7197,Metal Gear Solid 2255,XB,1994,Role-Playing,Ubisoft,0.82,0.39,0.19,0.0,1.4
7198,Dragon Quest 12450,PS4,2014,Strategy,Atari,0.33,0.46,0.53,0.08,1.4
7199,Tiger Woods PGA Tour 6316,XB,2004,Sports,Namco Bandai,0.91,0.09,0.28,0.12,1.4
7200,Street Fighter 15072,DC,1993,Role-Playing,Electronic Arts,0.77,0.37,0.01,0.25,1.4
7201,Dragon Quest 10622,PS2,1992,Platform,Namco Bandai,0.72,0.61,0.06,0.01,1.4
7202,Tomb Raider 3591,N64,2008,Sports,Ubisoft,0.74,0.17,0.48,0.01,1.4
7203,NCAA Football 11306,X360,2015,Strategy,Square Enix,1.02,0.2,0.1,0.08,1.4
7204,NBA 4189,PS2,2008,Simulation,505 Games,1.08,0.02,0.29,0.01,1.4
7205,Kirby 3322,PS4,2002,Role-Playing,Sony Computer Entertainment,0.16,0.22,0.74,0.28,1.4
7206,Tekken 1964,XOne,2011,Sports,Deep Silver,0.35,0.43,0.54,0.08,1.4
7207,Sonic the Hedgehog 12261,NES,1980,Sports,Konami,0.65,0.34,0.09,0.32,1.4
7208,Castlevania 13937,WiiU,2001,Racing,505 Games,0.52,0.25,0.1,0.53,1.4
7209,Castlevania 10401,XOne,1996,Platform,Sony Computer Entertainment,0.28,0.73,0.02,0.37,1.4
7210,Donkey Kong 6419,Wii,2008,Shooter,Namco Bandai,0.34,0.78,0.02,0.26,1.4
7211,Kirby 11289,N64,1988,Sports,Take-Two Interactive,0.18,0.46,0.67,0.09,1.4
7212,Tiger Woods PGA Tour 15706,GBA,1995,Action,THQ,0.4,0.06,0.76,0.18,1.4
7213,Pro Evolution Soccer 13352,PS3,1996,Racing,Konami,0.71,0.3,0.24,0.15,1.4
7214,Kirby 10572,Wii,2016,Racing,505 Games,0.6,0.24,0.41,0.15,1.4
7215,Mega Man 11142,N64,1997,Puzzle,LucasArts,0.73,0.21,0.32,0.14,1.4
7216,Tomb Raider 10634,3DS,1991,Misc,Electronic Arts,0.37,0.35,0.32,0.36,1.4
7217,Castlevania 9235,WiiU,1999,Adventure,2K Games,1.06,0.09,0.23,0.02,1.4
7218,Tekken 7132,WiiU,2012,Shooter,Square Enix,0.9,0.14,0.35,0.01,1.4
7219,Dead or Alive 14915,PS,1989,Action,Electronic Arts,0.26,0.43,0.47,0.24,1.4
7220,Kirby 2765,SNES,2003,Role-Playing,Electronic Arts,0.8,0.1,0.31,0.19,1.4
7221,NBA 9055,DC,2008,Platform,Electronic Arts,0.45,0.24,0.59,0.12,1.4
7222,Madden NFL 4711,XB,2001,Fighting,Bandai,0.28,0.85,0.1,0.17,1.4
7223,Final Fantasy 15443,GC,2003,Puzzle,Activision,1.2,0.07,0.09,0.04,1.4
7224,Dragon Quest 6845,3DS,2011,Role-Playing,Deep Silver,0.45,0.16,0.7,0.09,1.4
7225,Final Fantasy 14081,PSP,2011,Misc,Take-Two Interactive,0.5,0.74,0.12,0.04,1.4
7226,Dragon Quest 4566,SNES,2006,Platform,Konami,0.1,0.24,0.87,0.19,1.4
7227,Tomb Raider 6934,NES,2014,Sports,2K Games,0.23,1.01,0.01,0.15,1.4
7228,Spyro 4218,SNES,2001,Racing,Nintendo,0.3,0.25,0.67,0.18,1.4
7229,Kirby 9320,PS,2013,Fighting,Square Enix,0.39,0.56,0.42,0.03,1.4
7230,Tomb Raider 12580,GC,2015,Shooter,THQ,0.13,0.09,0.6,0.58,1.4
7231,Tekken 14224,3DS,1996,Role-Playing,Ubisoft,0.16,0.15,1.06,0.03,1.4
7232,Castlevania 9659,PS4,1997,Adventure,505 Games,0.1,1.11,0.04,0.15,1.4
7233,F-Zero 14074,DC,2001,Strategy,LucasArts,0.36,0.64,0.27,0.13,1.4
7234,Kirby 9853,XB,2007,Simulation,Capcom,0.38,0.36,0.5,0.16,1.4
7235,Final Fantasy 3961,X360,1999,Shooter,2K Games,0.07,0.11,0.98,0.24,1.4
7236,Tiger Woods PGA Tour 2638,PSP,1986,Misc,Capcom,0.84,0.31,0.03,0.22,1.4
7237,NBA 5438,DS,1996,Misc,Atari,1.15,0.09,0.06,0.1,1.4
7238,Sonic the Hedgehog 6633,NES,1987,Misc,LucasArts,0.17,0.93,0.01,0.29,1.4
7239,Tiger Woods PGA Tour 7525,SAT,1981,Simulation,Sega,0.89,0.3,0.16,0.05,1.4
7240,Street Fighter 4040,PS4,1993,Strategy,505 Games,0.16,1.08,0.13,0.03,1.4
7241,Crash Bandicoot 3803,PS4,2008,Fighting,Capcom,0.88,0.18,0.25,0.09,1.4
7242,Mortal Kombat 2600,3DS,2010,Fighting,Namco Bandai,1.05,0.07,0.13,0.15,1.4
7243,Mortal Kombat 3206,3DS,1999,Role-Playing,Capcom,0.86,0.24,0.26,0.04,1.4
7244,Madden NFL 623,XOne,1985,Simulation,2K Games,1.21,0.11,0.02,0.06,1.4
7245,Silent Hill 6490,PS2,1980,Action,Sony Computer Entertainment,0.86,0.03,0.23,0.28,1.4
7246,Street Fighter 7616,GBA,2001,Misc,505 Games,0.48,0.44,0.3,0.18,1.4
7247,Mega Man 8524,PS2,2002,Shooter,Square Enix,0.24,0.66,0.27,0.23,1.4
7248,Star Fox 7240,PS4,2013,Adventure,Bandai,0.86,0.18,0.14,0.22,1.4
7249,F-Zero 5220,N64,1980,Shooter,Bethesda,0.65,0.2,0.46,0.09,1.4
7250,Mortal Kombat 3929,WiiU,2013,Action,Nintendo,0.55,0.29,0.46,0.1,1.4
7251,Mega Man 10246,DS,2009,Shooter,505 Games,0.2,0.46,0.56,0.18,1.4
7252,Donkey Kong 9901,XB,2013,Sports,Capcom,0.37,0.29,0.58,0.16,1.4
7253,NBA 9100,SAT,2008,Sports,Square Enix,0.13,1.08,0.19,0.0,1.4
7254,F-Zero 4555,PS2,2007,Racing,Square Enix,0.45,0.63,0.31,0.01,1.4
7255,Pro Evolution Soccer 8882,N64,2014,Action,Sony Computer Entertainment,1.18,0.09,0.02,0.11,1.4
7256,Mortal Kombat 8922,PS4,1988,Shooter,Microsoft Game Studios,0.07,1.09,0.03,0.21,1.4
7257,Kirby 8844,XOne,1983,Role-Playing,Sony Computer Entertainment,0.28,0.66,0.42,0.04,1.4
7258,Kirby 1969,3DS,1991,Platform,2K Games,0.52,0.24,0.47,0.17,1.4
7259,Silent Hill 9825,DS,2016,Racing,Sega,0.66,0.67,0.01,0.06,1.4
7260,NCAA Football 13972,GBA,2002,Sports,Activision,0.28,0.67,0.42,0.03,1.4
7261,Metal Gear Solid 8826,SAT,1994,Sports,Square Enix,0.33,0.48,0.53,0.06,1.4
7262,Sonic the Hedgehog 14142,N64,1980,Misc,Bandai,0.75,0.13,0.4,0.12,1.4
7263,Tomb Raider 2761,XOne,2000,Action,Square Enix,0.31,0.23,0.76,0.1,1.4
7264,Donkey Kong 9596,PC,2004,Platform,Microsoft Game Studios,0.22,0.69,0.24,0.25,1.4
7265,Dead or Alive 9597,PS3,2012,Puzzle,Bandai,1.11,0.02,0.2,0.07,1.4
7266,Sonic the Hedgehog 14848,Wii,2001,Sports,Square Enix,0.4,0.55,0.45,0.0,1.4
7267,Tiger Woods PGA Tour 9579,DC,1985,Shooter,Bandai,0.3,0.74,0.19,0.17,1.4
7268,F-Zero 14982,3DS,1995,Shooter,Deep Silver,0.94,0.25,0.2,0.01,1.4
7269,Mega Man 15949,PS3,1980,Adventure,THQ,0.84,0.23,0.3,0.02,1.39
7270,Pro Evolution Soccer 12367,PS4,1993,Action,LucasArts,0.78,0.14,0.07,0.4,1.39
7271,Madden NFL 6273,GC,2003,Adventure,Sony Computer Entertainment,0.96,0.07,0.25,0.11,1.39
7272,Dragon Quest 14679,PS,1987,Action,Take-Two Interactive,0.24,1.04,0.06,0.05,1.39
7273,Dead or Alive 7862,XB,1983,Puzzle,Electronic Arts,0.29,0.25,0.77,0.08,1.39
7274,Final Fantasy 8183,SNES,2015,Fighting,LucasArts,0.17,0.39,0.35,0.48,1.39
7275,Dragon Quest 3513,DC,1989,Fighting,Atari,0.63,0.23,0.05,0.48,1.39
7276,NBA 7917,Wii,1981,Role-Playing,Deep Silver,0.35,0.39,0.38,0.27,1.39
7277,Dragon Quest 4938,GC,2016,Shooter,Deep Silver,0.87,0.36,0.04,0.12,1.39
7278,Final Fantasy 4501,3DS,1991,Strategy,Atari,0.26,1.03,0.01,0.09,1.39
7279,Dead or Alive 11817,DS,1991,Puzzle,Activision,0.02,0.82,0.34,0.21,1.39
7280,Tekken 12490,DC,1998,Racing,Capcom,0.77,0.09,0.07,0.46,1.39
7281,Metal Gear Solid 1756,PS,1982,Role-Playing,Activision,0.01,0.91,0.36,0.11,1.39
7282,Metal Gear Solid 11041,DC,2010,Racing,Konami,1.04,0.17,0.08,0.1,1.39
7283,NBA 10698,Wii,2000,Role-Playing,Take-Two Interactive,0.19,0.26,0.94,0.0,1.39
7284,Kirby 15488,3DS,1988,Fighting,Sega,0.85,0.42,0.09,0.03,1.39
7285,NCAA Football 14587,XB,2003,Misc,Ubisoft,0.24,1.0,0.07,0.08,1.39
7286,Silent Hill 12843,GC,1986,Sports,Bethesda,0.25,0.55,0.44,0.15,1.39
7287,Tiger Woods PGA Tour 10113,SAT,1985,Adventure,LucasArts,0.03,0.79,0.49,0.08,1.39
7288,NBA 8684,GBA,2006,Puzzle,Konami,0.58,0.56,0.01,0.24,1.39
7289,Donkey Kong 12808,PS3,1980,Shooter,505 Games,0.04,0.58,0.75,0.02,1.39
7290,NBA 7516,WiiU,1984,Puzzle,Take-Two Interactive,0.21,0.67,0.36,0.15,1.39
7291,Dead or Alive 194,PS,2011,Action,2K Games,0.53,0.26,0.38,0.22,1.39
7292,Pro Evolution Soccer 10144,PC,1984,Platform,Ubisoft,0.04,0.94,0.2,0.21,1.39
7293,Tekken 8706,3DS,2012,Strategy,THQ,0.28,0.92,0.03,0.16,1.39
7294,F-Zero 3841,X360,2004,Role-Playing,505 Games,0.0,0.45,0.75,0.19,1.39
7295,Mortal Kombat 7179,DC,1999,Sports,Electronic Arts,0.5,0.27,0.49,0.13,1.39
7296,Dragon Quest 1346,GBA,1987,Strategy,Deep Silver,0.27,0.93,0.18,0.01,1.39
7297,Kirby 1278,XB,1984,Puzzle,Take-Two Interactive,0.02,1.18,0.16,0.03,1.39
7298,NCAA Football 3226,NES,1984,Action,Sega,0.18,0.16,0.11,0.94,1.39
7299,Castlevania 3151,PS,2006,Simulation,Sony Computer Entertainment,0.48,0.54,0.25,0.12,1.39
7300,Dead or Alive 11902,N64,1985,Action,Bethesda,0.52,0.55,0.12,0.2,1.39
7301,Silent Hill 10503,X360,1992,Simulation,2K Games,0.41,0.06,0.57,0.35,1.39
7302,Tomb Raider 6312,DC,2006,Fighting,Sega,0.45,0.63,0.03,0.28,1.39
7303,Castlevania 14209,N64,2006,Adventure,Sony Computer Entertainment,0.45,0.73,0.05,0.16,1.39
7304,Mortal Kombat 7790,PC,1992,Sports,Sony Computer Entertainment,0.21,0.22,0.46,0.5,1.39
7305,Metal Gear Solid 1242,DS,2009,Misc,Ubisoft,0.36,0.56,0.17,0.3,1.39
7306,Mega Man 5879,XB,2010,Adventure,Ubisoft,0.36,0.44,0.41,0.18,1.39
7307,Silent Hill 6317,N64,2006,Fighting,THQ,0.62,0.13,0.34,0.3,1.39
7308,Silent Hill 9422,SAT,2007,Action,Ubisoft,0.17,0.37,0.71,0.14,1.39
7309,Silent Hill 9231,PS4,2008,Fighting,Bandai,0.14,0.19,0.9,0.16,1.39
7310,F-Zero 4951,WiiU,2005,Action,Sony Computer Entertainment,0.47,0.68,0.2,0.04,1.39
7311,Final Fantasy 13906,N64,2003,Shooter,Electronic Arts,0.82,0.31,0.09,0.17,1.39
7312,Dead or Alive 11204,GBA,1987,Misc,Nintendo,0.53,0.46,0.28,0.12,1.39
7313,Dead or Alive 15251,PS4,2011,Platform,Sony Computer Entertainment,0.51,0.81,0.06,0.01,1.39
7314,Spyro 572,XOne,1997,Racing,Deep Silver,0.05,0.27,0.76,0.31,1.39
7315,NBA 14550,3DS,2015,Misc,Sega,0.78,0.48,0.08,0.05,1.39
7316,Silent Hill 3761,Wii,1985,Simulation,Namco Bandai,0.37,0.93,0.09,0.0,1.39
7317,Silent Hill 3173,N64,2008,Adventure,Square Enix,0.58,0.05,0.69,0.07,1.39
7318,Sonic the Hedgehog 3968,SAT,2001,Puzzle,Capcom,0.74,0.31,0.27,0.07,1.39
7319,Dragon Quest 6777,DC,2014,Misc,Microsoft Game Studios,0.87,0.25,0.13,0.14,1.39
7320,Final Fantasy 10009,3DS,1983,Role-Playing,Take-Two Interactive,0.11,1.12,0.15,0.01,1.39
7321,Tiger Woods PGA Tour 7463,GBA,1996,Platform,Microsoft Game Studios,0.54,0.43,0.05,0.37,1.39
7322,Crash Bandicoot 7378,3DS,1991,Sports,Konami,0.46,0.38,0.37,0.18,1.39
7323,Sonic the Hedgehog 12045,GC,2003,Sports,Atari,0.13,0.52,0.74,0.0,1.39
7324,Mega Man 13076,DS,2011,Role-Playing,Atari,0.95,0.21,0.19,0.04,1.39
7325,Donkey Kong 15512,DC,1987,Shooter,Square Enix,0.97,0.22,0.13,0.07,1.39
7326,Tekken 3685,SAT,2001,Strategy,Atari,0.35,0.04,0.24,0.76,1.39
7327,Sonic the Hedgehog 8802,3DS,2013,Simulation,Sony Computer Entertainment,0.32,0.76,0.21,0.1,1.39
7328,Mortal Kombat 12855,Wii,2016,Adventure,Square Enix,0.59,0.39,0.19,0.22,1.39
7329,Final Fantasy 14127,SNES,2011,Shooter,Bethesda,0.42,0.22,0.36,0.39,1.39
7330,Crash Bandicoot 9925,SAT,2012,Misc,Take-Two Interactive,0.64,0.21,0.13,0.41,1.39
7331,Metroid 6941,SAT,1999,Action,Bethesda,0.51,0.49,0.24,0.15,1.39
7332,Metroid 9049,X360,1984,Misc,Bandai,0.49,0.49,0.41,0.0,1.39
7333,Kirby 14104,PS2,1985,Adventure,Sony Computer Entertainment,0.76,0.33,0.22,0.08,1.39
7334,Mortal Kombat 5806,3DS,1999,Shooter,Namco Bandai,0.1,0.77,0.29,0.23,1.39
7335,Metroid 5750,PS3,1984,Misc,Bethesda,0.35,0.21,0.36,0.47,1.39
7336,Mega Man 9613,DS,2002,Misc,Nintendo,1.13,0.1,0.15,0.01,1.39
7337,Tomb Raider 7305,DS,2000,Strategy,Sega,0.51,0.72,0.04,0.12,1.39
7338,Donkey Kong 9621,GBA,2008,Puzzle,Konami,0.31,0.02,0.84,0.22,1.39
7339,Dragon Quest 97,GC,1996,Sports,Namco Bandai,1.2,0.12,0.04,0.03,1.39
7340,Silent Hill 9702,Wii,2006,Puzzle,Nintendo,0.04,0.65,0.69,0.01,1.39
7341,Crash Bandicoot 9663,Wii,2011,Misc,Sega,0.12,1.03,0.09,0.15,1.39
7342,F-Zero 14258,NES,2005,Shooter,Deep Silver,1.0,0.3,0.06,0.03,1.39
7343,Madden NFL 14872,PS4,2010,Strategy,Konami,0.36,0.44,0.4,0.19,1.39
7344,Star Fox 15884,N64,2008,Strategy,Konami,0.26,1.0,0.07,0.06,1.39
7345,Tiger Woods PGA Tour 15855,SAT,2010,Platform,Deep Silver,0.78,0.09,0.5,0.02,1.39
7346,NBA 10988,XOne,2008,Misc,Square Enix,0.29,0.72,0.26,0.12,1.39
7347,Madden NFL 2214,XOne,2009,Role-Playing,LucasArts,0.57,0.05,0.67,0.1,1.39
7348,Castlevania 10945,Wii,2007,Shooter,Take-Two Interactive,0.65,0.38,0.17,0.18,1.38
7349,Dead or Alive 3661,X360,1988,Fighting,Ubisoft,0.44,0.04,0.41,0.49,1.38
7350,Star Fox 14418,GBA,1982,Action,Sony Computer Entertainment,0.85,0.28,0.03,0.22,1.38
7351,Kirby 11095,DS,2016,Role-Playing,Bandai,0.5,0.16,0.67,0.05,1.38
7352,Tomb Raider 9547,XB,2003,Misc,Ubisoft,0.54,0.36,0.39,0.09,1.38
7353,Spyro 13780,PS2,2009,Action,THQ,0.57,0.06,0.14,0.61,1.38
7354,Kirby 4733,NES,2009,Platform,LucasArts,0.55,0.05,0.75,0.03,1.38
7355,Tiger Woods PGA Tour 9020,SNES,2003,Sports,Electronic Arts,0.45,0.09,0.73,0.11,1.38
7356,NCAA Football 8977,SAT,1981,Strategy,Take-Two Interactive,0.63,0.6,0.08,0.07,1.38
7357,Spyro 3906,WiiU,2011,Simulation,Atari,0.31,0.46,0.17,0.44,1.38
7358,Castlevania 13058,SNES,2005,Puzzle,Namco Bandai,0.39,0.78,0.02,0.19,1.38
7359,Dragon Quest 13601,PC,1995,Puzzle,Square Enix,0.66,0.38,0.01,0.33,1.38
7360,F-Zero 14903,GBA,1980,Shooter,Konami,0.78,0.14,0.0,0.46,1.38
7361,Crash Bandicoot 1469,3DS,2011,Adventure,Take-Two Interactive,0.62,0.33,0.36,0.07,1.38
7362,Crash Bandicoot 14341,PS2,1998,Puzzle,Bethesda,0.37,0.18,0.74,0.09,1.38
7363,Final Fantasy 899,SNES,2003,Shooter,Sony Computer Entertainment,0.28,0.41,0.6,0.09,1.38
7364,Dead or Alive 6035,PS,2013,Role-Playing,LucasArts,0.15,0.87,0.07,0.29,1.38
7365,F-Zero 7704,XB,2004,Racing,Konami,0.06,0.39,0.43,0.5,1.38
7366,Metal Gear Solid 11218,DS,1995,Simulation,Namco Bandai,1.0,0.14,0.18,0.06,1.38
7367,Tiger Woods PGA Tour 6029,N64,2013,Platform,Take-Two Interactive,0.96,0.13,0.17,0.12,1.38
7368,Castlevania 11266,PS4,1995,Sports,2K Games,0.93,0.19,0.04,0.22,1.38
7369,Spyro 10363,PS,2011,Strategy,Capcom,0.53,0.22,0.6,0.03,1.38
7370,Kirby 12761,PS3,1991,Simulation,LucasArts,0.18,0.97,0.14,0.09,1.38
7371,Tekken 12079,PSP,2011,Role-Playing,Atari,0.21,0.18,0.96,0.03,1.38
7372,Dead or Alive 12772,SAT,2008,Platform,Nintendo,0.53,0.79,0.04,0.02,1.38
7373,Mega Man 4075,NES,2014,Action,Namco Bandai,0.63,0.42,0.08,0.25,1.38
7374,Mortal Kombat 10221,SNES,1984,Puzzle,Bandai,0.82,0.12,0.12,0.32,1.38
7375,Metroid 14563,PS,1987,Role-Playing,Namco Bandai,0.94,0.31,0.06,0.07,1.38
7376,NCAA Football 8838,XOne,2001,Racing,Ubisoft,0.73,0.46,0.03,0.16,1.38
7377,NCAA Football 5979,SNES,1997,Puzzle,Atari,0.38,0.07,0.42,0.51,1.38
7378,Metal Gear Solid 9639,DC,1990,Platform,THQ,0.62,0.17,0.12,0.47,1.38
7379,Street Fighter 4579,PS,2012,Platform,Konami,0.16,0.69,0.45,0.08,1.38
7380,Tomb Raider 7296,NES,1999,Sports,Electronic Arts,0.68,0.32,0.21,0.17,1.38
7381,Madden NFL 6011,PS4,2010,Simulation,THQ,0.02,1.02,0.25,0.09,1.38
7382,Donkey Kong 3352,PS4,2000,Simulation,Activision,0.41,0.49,0.39,0.09,1.38
7383,Spyro 9019,N64,2006,Racing,LucasArts,1.05,0.23,0.08,0.02,1.38
7384,Street Fighter 13907,NES,1984,Simulation,Ubisoft,0.48,0.58,0.05,0.27,1.38
7385,NCAA Football 5162,PC,1986,Fighting,Sony Computer Entertainment,0.41,0.35,0.54,0.08,1.38
7386,NCAA Football 12429,PS3,1998,Action,Deep Silver,0.34,0.13,0.03,0.88,1.38
7387,Pro Evolution Soccer 7144,PS,1980,Action,Bethesda,0.43,0.75,0.18,0.02,1.38
7388,F-Zero 2269,XB,1985,Sports,Square Enix,0.01,0.6,0.73,0.04,1.38
7389,Metroid 3554,PS2,2014,Action,Capcom,0.69,0.14,0.17,0.38,1.38
7390,Street Fighter 14500,DC,2012,Platform,Konami,0.33,0.26,0.07,0.72,1.38
7391,Spyro 2304,GBA,2006,Shooter,Take-Two Interactive,0.04,0.14,0.97,0.23,1.38
7392,Street Fighter 7844,WiiU,2016,Platform,LucasArts,0.56,0.7,0.07,0.05,1.38
7393,NBA 15318,PS2,2007,Simulation,Square Enix,0.92,0.24,0.18,0.04,1.38
7394,Spyro 14732,PS,1980,Simulation,LucasArts,0.94,0.32,0.12,0.0,1.38
7395,Final Fantasy 6124,PS4,1983,Action,Namco Bandai,0.05,0.61,0.67,0.05,1.38
7396,Star Fox 10825,PSP,1991,Strategy,Microsoft Game Studios,0.38,0.48,0.42,0.1,1.38
7397,Star Fox 3490,PS4,1990,Action,Square Enix,0.15,0.36,0.42,0.45,1.38
7398,Kirby 13135,DS,2006,Misc,505 Games,0.01,0.26,0.91,0.2,1.38
7399,Final Fantasy 6233,PSP,1986,Adventure,Bethesda,0.59,0.49,0.21,0.09,1.38
7400,Donkey Kong 5875,PS3,1984,Misc,Deep Silver,0.23,0.76,0.35,0.04,1.38
7401,Donkey Kong 13550,XB,1988,Platform,Ubisoft,0.11,0.66,0.25,0.36,1.38
7402,Star Fox 4498,N64,2011,Misc,Capcom,0.78,0.41,0.16,0.03,1.38
7403,Kirby 14699,GC,2003,Platform,LucasArts,0.55,0.04,0.67,0.12,1.38
7404,Mega Man 4693,X360,1993,Puzzle,Ubisoft,0.59,0.74,0.02,0.03,1.38
7405,Tomb Raider 6210,PSP,1988,Misc,Konami,0.4,0.75,0.13,0.1,1.38
7406,Tekken 10924,PC,2001,Role-Playing,Deep Silver,0.17,0.37,0.49,0.35,1.38
7407,F-Zero 12525,DS,1990,Role-Playing,Sega,0.13,1.01,0.17,0.07,1.38
7408,Tekken 813,WiiU,1981,Puzzle,Electronic Arts,0.08,1.13,0.15,0.02,1.38
7409,Spyro 10902,PS2,1987,Role-Playing,Capcom,0.25,1.07,0.03,0.03,1.38
7410,Pro Evolution Soccer 2993,NES,1998,Sports,Electronic Arts,0.43,0.72,0.12,0.11,1.38
7411,Donkey Kong 12949,XOne,1998,Racing,Ubisoft,0.89,0.37,0.06,0.06,1.38
7412,Tiger Woods PGA Tour 15655,DS,2008,Adventure,THQ,0.85,0.33,0.05,0.15,1.38
7413,Donkey Kong 10266,DC,1982,Action,Activision,0.51,0.57,0.04,0.26,1.38
7414,Tomb Raider 14311,DC,1995,Simulation,Take-Two Interactive,0.74,0.08,0.5,0.06,1.38
7415,Madden NFL 3184,N64,1991,Racing,Capcom,0.77,0.26,0.27,0.08,1.38
7416,Madden NFL 12228,GC,1980,Puzzle,Sega,0.8,0.1,0.03,0.45,1.38
7417,Kirby 4625,DC,2014,Racing,505 Games,0.46,0.8,0.02,0.1,1.38
7418,F-Zero 13012,XB,1984,Shooter,Capcom,0.56,0.16,0.57,0.09,1.38
7419,Silent Hill 2828,SAT,1994,Adventure,2K Games,0.72,0.09,0.38,0.19,1.38
7420,NCAA Football 7008,3DS,1998,Strategy,Sony Computer Entertainment,0.81,0.18,0.32,0.07,1.38
7421,F-Zero 2823,DS,2004,Strategy,Bandai,0.28,0.67,0.37,0.06,1.38
7422,Pro Evolution Soccer 180,XB,1995,Adventure,505 Games,0.49,0.19,0.7,0.0,1.38
7423,Kirby 10263,PSP,2011,Platform,Microsoft Game Studios,0.54,0.03,0.34,0.47,1.38
7424,Kirby 469,3DS,1980,Adventure,Namco Bandai,0.42,0.03,0.92,0.01,1.38
7425,Silent Hill 4932,PC,1995,Platform,505 Games,1.04,0.13,0.17,0.03,1.37
7426,Dragon Quest 11390,XOne,2001,Puzzle,Namco Bandai,0.64,0.53,0.12,0.08,1.37
7427,NBA 686,PS4,2008,Fighting,Take-Two Interactive,0.86,0.14,0.3,0.07,1.37
7428,Star Fox 9014,XOne,1997,Misc,Namco Bandai,0.21,0.3,0.75,0.11,1.37
7429,Tekken 3001,3DS,1998,Misc,Square Enix,0.07,0.23,1.07,0.0,1.37
7430,Final Fantasy 14420,PS4,1988,Simulation,Square Enix,0.89,0.06,0.2,0.22,1.37
7431,Tiger Woods PGA Tour 2028,DC,2011,Puzzle,Nintendo,0.14,0.67,0.23,0.33,1.37
7432,Kirby 13719,SNES,2012,Misc,Capcom,0.81,0.49,0.04,0.03,1.37
7433,Castlevania 8283,PS4,1980,Adventure,2K Games,0.42,0.72,0.08,0.15,1.37
7434,Madden NFL 2753,PS,1981,Shooter,Deep Silver,0.57,0.33,0.44,0.03,1.37
7435,Crash Bandicoot 11365,X360,2016,Adventure,Namco Bandai,1.0,0.06,0.27,0.04,1.37
7436,Pro Evolution Soccer 11688,GC,1984,Shooter,Electronic Arts,0.73,0.03,0.5,0.11,1.37
7437,Mortal Kombat 7511,SNES,2006,Strategy,Namco Bandai,0.34,0.77,0.19,0.07,1.37
7438,Tiger Woods PGA Tour 8677,SNES,1998,Adventure,Nintendo,1.03,0.12,0.13,0.09,1.37
7439,Sonic the Hedgehog 11759,PC,2001,Racing,Nintendo,0.75,0.19,0.27,0.16,1.37
7440,Tekken 7984,PS2,1999,Puzzle,Sega,1.01,0.06,0.06,0.24,1.37
7441,Street Fighter 4677,DC,2007,Simulation,Ubisoft,0.51,0.74,0.03,0.09,1.37
7442,Dead or Alive 2509,N64,2004,Platform,Electronic Arts,0.02,0.54,0.49,0.32,1.37
7443,NCAA Football 811,N64,2009,Role-Playing,Bethesda,0.32,0.38,0.12,0.55,1.37
7444,Silent Hill 3711,PS,1992,Racing,Sony Computer Entertainment,0.11,1.01,0.16,0.09,1.37
7445,Mega Man 10156,XB,2009,Misc,Nintendo,0.99,0.18,0.14,0.06,1.37
7446,Metroid 13961,SAT,1999,Racing,Activision,0.32,0.61,0.32,0.12,1.37
7447,NCAA Football 4418,PS3,1984,Fighting,2K Games,0.28,0.29,0.48,0.32,1.37
7448,Tomb Raider 7205,SNES,2014,Adventure,Sega,0.91,0.27,0.16,0.03,1.37
7449,Crash Bandicoot 3781,X360,2004,Platform,Konami,0.61,0.38,0.31,0.07,1.37
7450,Dead or Alive 2371,GC,2000,Shooter,Konami,0.28,0.18,0.13,0.78,1.37
7451,Dragon Quest 7662,SNES,2003,Role-Playing,Namco Bandai,0.56,0.37,0.15,0.29,1.37
7452,NCAA Football 13979,PS2,1984,Sports,505 Games,0.89,0.27,0.14,0.07,1.37
7453,Street Fighter 5006,N64,1987,Role-Playing,Sega,0.88,0.02,0.15,0.32,1.37
